Age,Attrition_rate,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
22,0,Rarely,604,Research & Development,6,1,Medical,675,1,M,69,3,1,Research Scientist,3,Married,2773,12145,0,No,20,4,4,0,3,3,3,2,2,2,2
33,0,Rarely,1216,Sales,8,4,Marketing,677,3,M,39,3,2,Sales Executive,3,Divorced,7104,20431,0,No,12,3,4,0,6,3,3,5,0,1,2
32,0,Rarely,646,Research & Development,9,4,Life Sciences,679,1,F,92,3,2,Research Scientist,4,Married,6322,18089,1,Yes,12,3,4,1,6,2,2,6,4,0,5
30,0,Frequently,160,Research & Development,3,3,Medical,680,3,F,71,3,1,Research Scientist,3,Divorced,2083,22653,1,No,20,4,3,1,1,2,3,1,0,0,0
53,0,Rarely,238,Sales,1,1,Medical,682,4,F,34,3,2,Sales Executive,1,Single,8381,7507,7,No,20,4,4,0,18,2,4,14,7,8,10
34,0,Rarely,1397,Research & Development,1,5,Life Sciences,683,2,M,42,3,1,Research Scientist,4,Married,2691,7660,1,No,12,3,4,1,10,4,2,10,9,8,8
45,1,Frequently,306,Sales,26,4,Life Sciences,684,1,F,100,3,2,Sales Executive,1,Married,4286,5630,2,No,14,3,4,2,5,4,3,1,1,0,0
26,0,Rarely,991,Research & Development,6,3,Life Sciences,686,3,F,71,3,1,Laboratory Technician,4,Married,2659,17759,1,Yes,13,3,3,1,3,2,3,3,2,0,2
37,0,Rarely,482,Research & Development,3,3,Other,689,3,M,36,3,3,Manufacturing Director,3,Married,9434,9606,1,No,15,3,3,1,10,2,3,10,7,7,8
29,0,Rarely,1176,Sales,3,2,Medical,690,2,F,62,3,2,Sales Executive,3,Married,5561,3487,1,No,14,3,1,1,6,5,2,6,0,1,2
35,0,Rarely,1017,Research & Development,6,4,Life Sciences,691,2,M,82,1,2,Research Scientist,4,Single,6646,19368,1,No,13,3,2,0,17,3,3,17,11,11,8
33,0,Frequently,1296,Research & Development,6,3,Life Sciences,692,3,M,30,3,2,Healthcare Representative,4,Divorced,7725,5335,3,No,23,4,3,1,15,2,1,13,11,4,7
54,0,Rarely,397,Human Resources,19,4,Medical,698,3,M,88,3,3,Human Resources,2,Married,10725,6729,2,No,15,3,3,1,16,1,4,9,7,7,1
36,0,Rarely,913,Research & Development,9,2,Medical,699,2,M,48,2,2,Manufacturing Director,2,Divorced,8847,13934,2,Yes,11,3,3,1,13,2,3,3,2,0,2
27,0,Rarely,1115,Research & Development,3,4,Medical,700,1,M,54,2,1,Research Scientist,4,Single,2045,15174,0,No,13,3,4,0,5,0,3,4,2,1,1
20,1,Rarely,1362,Research & Development,10,1,Medical,701,4,M,32,3,1,Research Scientist,3,Single,1009,26999,1,Yes,11,3,4,0,1,5,3,1,0,1,1
33,1,Frequently,1076,Research & Development,3,3,Life Sciences,702,1,M,70,3,1,Research Scientist,1,Single,3348,3164,1,Yes,11,3,1,0,10,3,3,10,8,9,7
35,0,Non-Travel,727,Research & Development,3,3,Life Sciences,704,3,M,41,2,1,Laboratory Technician,3,Married,1281,16900,1,No,18,3,3,2,1,3,3,1,0,0,0
23,0,Rarely,885,Research & Development,4,3,Medical,705,1,M,58,4,1,Research Scientist,1,Married,2819,8544,2,No,16,3,1,1,5,3,4,3,2,0,2
25,0,Rarely,810,Sales,8,3,Life Sciences,707,4,M,57,4,2,Sales Executive,2,Married,4851,15678,0,No,22,4,3,1,4,4,3,3,2,1,2
38,0,Rarely,243,Sales,7,4,Marketing,709,4,F,46,2,2,Sales Executive,4,Single,4028,7791,0,No,20,4,1,0,8,2,3,7,7,0,5
29,0,Frequently,806,Research & Development,1,4,Life Sciences,710,2,M,76,1,1,Research Scientist,4,Divorced,2720,18959,1,No,18,3,4,1,10,5,3,10,7,2,8
48,0,Rarely,817,Sales,2,1,Marketing,712,2,M,56,4,2,Sales Executive,2,Married,8120,18597,3,No,12,3,4,0,12,3,3,2,2,2,2
27,0,Frequently,1410,Sales,3,1,Medical,714,4,F,71,4,2,Sales Executive,4,Divorced,4647,16673,1,Yes,20,4,2,2,6,3,3,6,5,0,4
37,0,Rarely,1225,Research & Development,10,2,Life Sciences,715,4,M,80,4,1,Research Scientist,4,Single,4680,15232,3,No,17,3,1,0,4,2,3,1,0,0,0
50,0,Rarely,1207,Research & Development,28,1,Medical,716,4,M,74,4,1,Laboratory Technician,3,Married,3221,3297,1,Yes,11,3,3,3,20,3,3,20,8,3,8
34,0,Rarely,1442,Research & Development,9,3,Medical,717,4,F,46,2,3,Healthcare Representative,2,Single,8621,17654,1,No,14,3,2,0,9,3,4,8,7,7,7
24,1,Rarely,693,Sales,3,2,Life Sciences,720,1,F,65,3,2,Sales Executive,3,Single,4577,24785,9,No,14,3,1,0,4,3,3,2,2,2,0
39,0,Rarely,408,Research & Development,2,4,Technical Degree,721,4,F,80,2,2,Healthcare Representative,3,Single,4553,20978,1,No,11,3,1,0,20,4,3,20,7,11,10
32,0,Rarely,929,Sales,10,3,Marketing,722,4,M,55,3,2,Sales Executive,4,Single,5396,21703,1,No,12,3,4,0,10,2,2,10,7,0,8
50,1,Frequently,562,Sales,8,2,Technical Degree,723,2,M,50,3,2,Sales Executive,3,Married,6796,23452,3,Yes,14,3,1,1,18,4,3,4,3,1,3
38,0,Rarely,827,Research & Development,1,4,Life Sciences,724,2,F,33,4,2,Healthcare Representative,4,Single,7625,19383,0,No,13,3,3,0,10,4,2,9,7,1,8
27,0,Rarely,608,Research & Development,1,2,Life Sciences,725,3,F,68,3,3,Manufacturing Director,1,Married,7412,6009,1,No,11,3,4,0,9,3,3,9,7,0,7
32,0,Rarely,1018,Research & Development,3,2,Life Sciences,727,3,F,39,3,3,Research Director,4,Single,11159,19373,3,No,15,3,4,0,10,6,3,7,7,7,7
47,0,Rarely,703,Sales,14,4,Marketing,728,4,M,42,3,2,Sales Executive,1,Single,4960,11825,2,No,12,3,4,0,20,2,3,7,7,1,7
40,0,Frequently,580,Sales,5,4,Life Sciences,729,4,M,48,2,3,Sales Executive,1,Married,10475,23772,5,Yes,21,4,3,1,20,2,3,18,13,1,12
53,0,Rarely,970,Research & Development,7,3,Life Sciences,730,3,M,59,4,4,Research Director,3,Married,14814,13514,3,No,19,3,3,0,32,3,3,5,1,1,3
41,0,Rarely,427,Human Resources,10,4,Human Resources,731,2,M,73,2,5,Manager,4,Divorced,19141,8861,3,No,15,3,2,3,23,2,2,21,6,12,6
60,0,Rarely,1179,Sales,16,4,Marketing,732,1,M,84,3,2,Sales Executive,1,Single,5405,11924,8,No,14,3,4,0,10,1,3,2,2,2,2
27,0,Frequently,294,Research & Development,10,2,Life Sciences,733,4,M,32,3,3,Manufacturing Director,1,Divorced,8793,4809,1,No,21,4,3,2,9,4,2,9,7,1,7
41,0,Rarely,314,Human Resources,1,3,Human Resources,734,4,M,59,2,5,Manager,3,Married,19189,19562,1,No,12,3,2,1,22,3,3,22,7,2,10
50,0,Rarely,316,Sales,8,4,Marketing,738,4,M,54,3,1,Sales Representative,2,Married,3875,9983,7,No,15,3,4,1,4,2,3,2,2,2,2
28,1,Rarely,654,Research & Development,1,2,Life Sciences,741,1,F,67,1,1,Research Scientist,2,Single,2216,3872,7,Yes,13,3,4,0,10,4,3,7,7,3,7
36,0,Non-Travel,427,Research & Development,8,3,Life Sciences,742,1,F,63,4,3,Research Director,1,Married,11713,20335,9,No,14,3,1,1,10,2,3,8,7,0,5
38,0,Rarely,168,Research & Development,1,3,Life Sciences,743,3,F,81,3,3,Manufacturing Director,3,Single,7861,15397,4,Yes,14,3,4,0,10,4,4,1,0,0,0
44,0,Non-Travel,381,Research & Development,24,3,Medical,744,1,M,49,1,1,Laboratory Technician,3,Single,3708,2104,2,No,14,3,3,0,9,5,3,5,2,1,4
47,0,Frequently,217,Sales,3,3,Medical,746,4,F,49,3,4,Sales Executive,3,Divorced,13770,10225,9,Yes,12,3,4,2,28,2,2,22,2,11,13
30,0,Rarely,501,Sales,27,5,Marketing,747,3,M,99,3,2,Sales Executive,4,Divorced,5304,25275,7,No,23,4,4,1,10,2,2,8,7,7,7
29,0,Rarely,1396,Sales,10,3,Life Sciences,749,3,M,99,3,1,Sales Representative,3,Single,2642,2755,1,No,11,3,3,0,1,6,3,1,0,0,0
42,1,Frequently,933,Research & Development,19,3,Medical,752,3,M,57,4,1,Research Scientist,3,Divorced,2759,20366,6,Yes,12,3,4,0,7,2,3,2,2,2,2
43,0,Frequently,775,Sales,15,3,Life Sciences,754,4,M,47,2,2,Sales Executive,4,Married,6804,23683,3,No,18,3,3,1,7,5,3,2,2,2,2
34,0,Rarely,970,Research & Development,8,2,Medical,757,2,F,96,3,2,Healthcare Representative,3,Single,6142,7360,3,No,11,3,4,0,10,2,3,5,1,4,3
23,0,Rarely,650,Research & Development,9,1,Medical,758,2,M,37,3,1,Laboratory Technician,1,Married,2500,4344,1,No,14,3,4,1,5,2,4,4,3,0,2
39,0,Rarely,141,Human Resources,3,3,Human Resources,760,3,F,44,4,2,Human Resources,2,Married,6389,18767,9,No,15,3,3,1,12,3,1,8,3,3,6
56,0,Rarely,832,Research & Development,9,3,Medical,762,3,M,81,3,4,Healthcare Representative,4,Married,11103,20420,7,No,11,3,3,0,30,1,2,10,7,1,1
40,0,Rarely,804,Research & Development,2,1,Medical,763,4,F,86,2,1,Research Scientist,4,Single,2342,22929,0,Yes,20,4,4,0,5,2,2,4,2,2,3
27,0,Rarely,975,Research & Development,7,3,Medical,764,4,F,55,2,2,Healthcare Representative,1,Single,6811,23398,8,No,19,3,1,0,9,2,1,7,6,0,7
29,0,Rarely,1090,Sales,10,3,Marketing,766,4,M,83,3,1,Sales Representative,2,Divorced,2297,17967,1,No,14,3,4,2,2,2,3,2,2,2,2
53,0,Rarely,346,Research & Development,6,3,Life Sciences,769,4,M,86,3,2,Laboratory Technician,4,Single,2450,10919,2,No,17,3,4,0,19,4,3,2,2,2,2
35,0,Non-Travel,1225,Research & Development,2,4,Life Sciences,771,4,F,61,3,2,Healthcare Representative,1,Divorced,5093,4761,2,No,11,3,1,1,16,2,4,1,0,0,0
32,0,Frequently,430,Research & Development,24,4,Life Sciences,772,1,M,80,3,2,Laboratory Technician,4,Married,5309,21146,1,No,15,3,4,2,10,2,3,10,8,4,7
38,0,Rarely,268,Research & Development,2,5,Medical,773,4,M,92,3,1,Research Scientist,3,Married,3057,20471,6,Yes,13,3,2,1,6,0,1,1,0,0,1
34,0,Rarely,167,Research & Development,8,5,Life Sciences,775,2,F,32,3,2,Manufacturing Director,1,Divorced,5121,4187,3,No,14,3,3,1,7,3,3,0,0,0,0
52,0,Rarely,621,Sales,3,4,Marketing,776,3,M,31,2,4,Manager,1,Married,16856,10084,1,No,11,3,1,0,34,3,4,34,6,1,16
33,1,Rarely,527,Research & Development,1,4,Other,780,4,M,63,3,1,Research Scientist,4,Single,2686,5207,1,Yes,13,3,3,0,10,2,2,10,9,7,8
25,0,Rarely,883,Sales,26,1,Medical,781,3,F,32,3,2,Sales Executive,4,Single,6180,22807,1,No,23,4,2,0,6,5,2,6,5,1,4
45,0,Rarely,954,Sales,2,2,Technical Degree,783,2,M,46,1,2,Sales Representative,3,Single,6632,12388,0,No,13,3,1,0,9,3,3,8,7,3,1
23,0,Rarely,310,Research & Development,10,1,Medical,784,1,M,79,4,1,Research Scientist,3,Single,3505,19630,1,No,18,3,4,0,2,3,3,2,2,0,2
47,1,Frequently,719,Sales,27,2,Life Sciences,785,2,F,77,4,2,Sales Executive,3,Single,6397,10339,4,Yes,12,3,4,0,8,2,3,5,4,1,3
34,0,Rarely,304,Sales,2,3,Other,786,4,M,60,3,2,Sales Executive,4,Single,6274,18686,1,No,22,4,3,0,6,5,3,6,5,1,4
55,1,Rarely,725,Research & Development,2,3,Medical,787,4,M,78,3,5,Manager,1,Married,19859,21199,5,Yes,13,3,4,1,24,2,3,5,2,1,4
36,0,Non-Travel,1434,Sales,8,4,Life Sciences,789,1,M,76,2,3,Sales Executive,1,Single,7587,14229,1,No,15,3,2,0,10,1,3,10,7,0,9
52,0,Non-Travel,715,Research & Development,19,4,Medical,791,4,M,41,3,1,Research Scientist,4,Married,4258,26589,0,No,18,3,1,1,5,3,3,4,3,1,2
26,0,Frequently,575,Research & Development,1,2,Life Sciences,792,1,F,71,1,1,Laboratory Technician,4,Divorced,4364,5288,3,No,14,3,1,1,5,2,3,2,2,2,0
29,0,Rarely,657,Research & Development,27,3,Medical,793,2,F,66,3,2,Healthcare Representative,3,Married,4335,25549,4,No,12,3,1,1,11,3,2,8,7,1,1
26,1,Rarely,1146,Sales,8,3,Technical Degree,796,4,M,38,2,2,Sales Executive,1,Single,5326,3064,6,No,17,3,3,0,6,2,2,4,3,1,2
34,0,Rarely,182,Research & Development,1,4,Life Sciences,797,2,F,72,4,1,Research Scientist,4,Single,3280,13551,2,No,16,3,3,0,10,2,3,4,2,1,3
54,0,Rarely,376,Research & Development,19,4,Medical,799,4,F,95,3,2,Manufacturing Director,1,Divorced,5485,22670,9,Yes,11,3,2,2,9,4,3,5,3,1,4
27,0,Frequently,829,Sales,8,1,Marketing,800,3,M,84,3,2,Sales Executive,4,Married,4342,24008,0,No,19,3,2,1,5,3,3,4,2,1,1
37,0,Rarely,571,Research & Development,10,1,Life Sciences,802,4,F,82,3,1,Research Scientist,1,Divorced,2782,19905,0,Yes,13,3,2,2,6,3,2,5,3,4,3
38,0,Frequently,240,Research & Development,2,4,Life Sciences,803,1,F,75,4,2,Manufacturing Director,1,Single,5980,26085,6,Yes,12,3,4,0,17,2,3,15,7,4,12
34,0,Rarely,121,Research & Development,2,4,Medical,804,3,F,86,2,1,Research Scientist,1,Single,4381,7530,1,No,11,3,3,0,6,3,3,6,5,1,3
35,0,Rarely,384,Sales,8,4,Life Sciences,805,1,F,72,3,1,Sales Representative,4,Married,2572,20317,1,No,16,3,2,1,3,1,2,3,2,0,2
30,0,Rarely,921,Research & Development,1,3,Life Sciences,806,4,M,38,1,1,Laboratory Technician,3,Married,3833,24375,3,No,21,4,3,2,7,2,3,2,2,0,2
40,0,Frequently,791,Research & Development,2,2,Medical,807,3,F,38,4,2,Healthcare Representative,2,Married,4244,9931,1,No,24,4,4,1,8,2,3,8,7,3,7
34,0,Rarely,1111,Sales,8,2,Life Sciences,808,3,F,93,3,2,Sales Executive,1,Married,6500,13305,5,No,17,3,2,1,6,1,3,3,2,1,2
42,0,Frequently,570,Research & Development,8,3,Life Sciences,809,2,M,66,3,5,Manager,4,Divorced,18430,16225,1,No,13,3,2,1,24,4,2,24,7,14,9
23,1,Rarely,1243,Research & Development,6,3,Life Sciences,811,3,M,63,4,1,Laboratory Technician,1,Married,1601,3445,1,Yes,21,4,3,2,1,2,3,0,0,0,0
24,0,Non-Travel,1092,Research & Development,9,3,Life Sciences,812,3,M,60,2,1,Laboratory Technician,2,Divorced,2694,26551,1,No,11,3,3,3,1,4,3,1,0,0,0
52,0,Rarely,1325,Research & Development,11,4,Life Sciences,813,4,F,82,3,2,Laboratory Technician,3,Married,3149,21821,8,No,20,4,2,1,9,3,3,5,2,1,4
50,0,Rarely,691,Research & Development,2,3,Medical,815,3,M,64,3,4,Research Director,3,Married,17639,6881,5,No,16,3,4,0,30,3,3,4,3,0,3
29,1,Rarely,805,Research & Development,1,2,Life Sciences,816,2,F,36,2,1,Laboratory Technician,1,Married,2319,6689,1,Yes,11,3,4,1,1,1,3,1,0,0,0
33,0,Rarely,213,Research & Development,7,3,Medical,817,3,M,49,3,3,Research Director,3,Married,11691,25995,0,No,11,3,4,0,14,3,4,13,9,3,7
33,1,Rarely,118,Sales,16,3,Marketing,819,1,F,69,3,2,Sales Executive,1,Single,5324,26507,5,No,15,3,3,0,6,3,3,3,2,0,2
47,0,Rarely,202,Research & Development,2,2,Other,820,3,F,33,3,4,Manager,4,Married,16752,12982,1,Yes,11,3,3,1,26,3,2,26,14,3,0
36,0,Rarely,676,Research & Development,1,3,Other,823,3,F,35,3,2,Manufacturing Director,2,Married,5228,23361,0,No,15,3,1,1,10,2,3,9,7,0,5
29,0,Rarely,1252,Research & Development,23,2,Life Sciences,824,3,M,81,4,1,Research Scientist,3,Married,2700,23779,1,No,24,4,3,1,10,3,3,10,7,0,7
58,1,Rarely,286,Research & Development,2,4,Life Sciences,825,4,M,31,3,5,Research Director,2,Single,19246,25761,7,Yes,12,3,4,0,40,2,3,31,15,13,8
35,0,Rarely,1258,Research & Development,1,4,Life Sciences,826,4,F,40,4,1,Research Scientist,3,Single,2506,13301,3,No,13,3,3,0,7,0,3,2,2,2,2
42,0,Rarely,932,Research & Development,1,2,Life Sciences,827,4,F,43,2,2,Manufacturing Director,4,Married,6062,4051,9,Yes,13,3,4,1,8,4,3,4,3,0,2
28,1,Rarely,890,Research & Development,2,4,Medical,828,3,M,46,3,1,Research Scientist,3,Single,4382,16374,6,No,17,3,4,0,5,3,2,2,2,2,1
36,0,Rarely,1041,Human Resources,13,3,Human Resources,829,3,M,36,3,1,Human Resources,2,Married,2143,25527,4,No,13,3,2,1,8,2,3,5,2,0,4
32,0,Rarely,859,Research & Development,4,3,Life Sciences,830,3,F,98,2,2,Manufacturing Director,3,Married,6162,19124,1,No,12,3,3,1,14,3,3,14,13,6,8
40,0,Frequently,720,Research & Development,16,4,Medical,832,1,M,51,2,2,Laboratory Technician,3,Single,5094,11983,6,No,14,3,4,0,10,6,3,1,0,0,0
30,0,Rarely,946,Research & Development,2,3,Medical,833,3,F,52,2,2,Manufacturing Director,4,Single,6877,20234,5,Yes,24,4,2,0,12,4,2,0,0,0,0
45,0,Rarely,252,Research & Development,2,3,Life Sciences,834,2,F,95,2,1,Research Scientist,3,Single,2274,6153,1,No,14,3,4,0,1,3,3,1,0,0,0
42,0,Rarely,933,Research & Development,29,3,Life Sciences,836,2,M,98,3,2,Manufacturing Director,2,Married,4434,11806,1,No,13,3,4,1,10,3,2,9,8,7,8
38,0,Frequently,471,Research & Development,12,3,Life Sciences,837,1,M,45,2,2,Healthcare Representative,1,Divorced,6288,4284,2,No,15,3,3,1,13,3,2,4,3,1,2
34,0,Frequently,702,Research & Development,16,4,Life Sciences,838,3,F,100,2,1,Research Scientist,4,Single,2553,8306,1,No,16,3,3,0,6,3,3,5,2,1,3
49,1,Rarely,1184,Sales,11,3,Marketing,840,3,F,43,3,3,Sales Executive,4,Married,7654,5860,1,No,18,3,1,2,9,3,4,9,8,7,7
55,1,Rarely,436,Sales,2,1,Medical,842,3,M,37,3,2,Sales Executive,4,Single,5160,21519,4,No,16,3,3,0,12,3,2,9,7,7,3
43,0,Rarely,589,Research & Development,14,2,Life Sciences,843,2,M,94,3,4,Research Director,1,Married,17159,5200,6,No,24,4,3,1,22,3,3,4,1,1,0
27,0,Rarely,269,Research & Development,5,1,Technical Degree,844,3,M,42,2,3,Research Director,4,Divorced,12808,8842,1,Yes,16,3,2,1,9,3,3,9,8,0,8
35,0,Rarely,950,Research & Development,7,3,Other,845,3,M,59,3,3,Manufacturing Director,3,Single,10221,18869,3,No,21,4,2,0,17,3,4,8,5,1,6
28,0,Rarely,760,Sales,2,4,Marketing,846,2,F,81,3,2,Sales Executive,2,Married,4779,3698,1,Yes,20,4,1,0,8,2,3,8,7,7,5
34,0,Rarely,829,Human Resources,3,2,Human Resources,847,3,M,88,3,1,Human Resources,4,Married,3737,2243,0,No,19,3,3,1,4,1,1,3,2,0,2
26,1,Frequently,887,Research & Development,5,2,Medical,848,3,F,88,2,1,Research Scientist,3,Married,2366,20898,1,Yes,14,3,1,1,8,2,3,8,7,1,7
27,0,Non-Travel,443,Research & Development,3,3,Medical,850,4,M,50,3,1,Research Scientist,4,Married,1706,16571,1,No,11,3,3,3,0,6,2,0,0,0,0
51,0,Rarely,1318,Sales,26,4,Marketing,851,1,F,66,3,4,Manager,3,Married,16307,5594,2,No,14,3,3,1,29,2,2,20,6,4,17
44,0,Rarely,625,Research & Development,4,3,Medical,852,4,M,50,3,2,Healthcare Representative,2,Single,5933,5197,9,No,12,3,4,0,10,2,2,5,2,2,3
25,0,Rarely,180,Research & Development,2,1,Medical,854,1,M,65,4,1,Research Scientist,1,Single,3424,21632,7,No,13,3,3,0,6,3,2,4,3,0,1
33,0,Rarely,586,Sales,1,3,Medical,855,1,M,48,4,2,Sales Executive,1,Divorced,4037,21816,1,No,22,4,1,1,9,5,3,9,8,0,8
35,0,Rarely,1343,Research & Development,27,1,Medical,856,3,F,53,2,1,Research Scientist,1,Single,2559,17852,1,No,11,3,4,0,6,3,2,6,5,1,1
36,0,Rarely,928,Sales,1,2,Life Sciences,857,2,M,56,3,2,Sales Executive,4,Married,6201,2823,1,Yes,14,3,4,1,18,1,2,18,14,4,11
32,0,Rarely,117,Sales,13,4,Life Sciences,859,2,M,73,3,2,Sales Executive,4,Divorced,4403,9250,2,No,11,3,3,1,8,3,2,5,2,0,3
30,0,Frequently,1012,Research & Development,5,4,Life Sciences,861,2,M,75,2,1,Research Scientist,4,Divorced,3761,2373,9,No,12,3,2,1,10,3,2,5,4,0,3
53,0,Rarely,661,Sales,7,2,Marketing,862,1,F,78,2,3,Sales Executive,4,Married,10934,20715,7,Yes,18,3,4,1,35,3,3,5,2,0,4
45,0,Rarely,930,Sales,9,3,Marketing,864,4,M,74,3,3,Sales Executive,1,Divorced,10761,19239,4,Yes,12,3,3,1,18,2,3,5,4,0,2
32,0,Rarely,638,Research & Development,8,2,Medical,865,3,F,91,4,2,Research Scientist,3,Married,5175,22162,5,No,12,3,3,1,9,3,2,5,3,1,3
52,0,Frequently,890,Research & Development,25,4,Medical,867,3,F,81,2,4,Manufacturing Director,4,Married,13826,19028,3,No,22,4,3,0,31,3,3,9,8,0,0
37,0,Rarely,342,Sales,16,4,Marketing,868,4,M,66,2,2,Sales Executive,3,Divorced,6334,24558,4,No,19,3,4,2,9,2,3,1,0,0,0
28,0,Rarely,1169,Human Resources,8,2,Medical,869,2,M,63,2,1,Human Resources,4,Divorced,4936,23965,1,No,13,3,4,1,6,6,3,5,1,0,4
22,0,Rarely,1230,Research & Development,1,2,Life Sciences,872,4,M,33,2,2,Manufacturing Director,4,Married,4775,19146,6,No,22,4,1,2,4,2,1,2,2,2,2
44,0,Rarely,986,Research & Development,8,4,Life Sciences,874,1,M,62,4,1,Laboratory Technician,4,Married,2818,5044,2,Yes,24,4,3,1,10,2,2,3,2,0,2
42,0,Frequently,1271,Research & Development,2,1,Medical,875,2,M,35,3,1,Research Scientist,4,Single,2515,9068,5,Yes,14,3,4,0,8,2,3,2,1,2,2
36,0,Rarely,1278,Human Resources,8,3,Life Sciences,878,1,M,77,2,1,Human Resources,1,Married,2342,8635,0,No,21,4,3,0,6,3,3,5,4,0,3
25,0,Rarely,141,Sales,3,1,Other,879,3,M,98,3,2,Sales Executive,1,Married,4194,14363,1,Yes,18,3,4,0,5,3,3,5,3,0,3
35,0,Rarely,607,Research & Development,9,3,Life Sciences,880,4,F,66,2,3,Manufacturing Director,3,Married,10685,23457,1,Yes,20,4,2,1,17,2,3,17,14,5,15
35,1,Frequently,130,Research & Development,25,4,Life Sciences,881,4,F,96,3,1,Research Scientist,2,Divorced,2022,16612,1,Yes,19,3,1,1,10,3,2,10,2,7,8
32,0,Non-Travel,300,Research & Development,1,3,Life Sciences,882,4,M,61,3,1,Laboratory Technician,4,Divorced,2314,9148,0,No,12,3,2,1,4,2,3,3,0,0,2
25,0,Rarely,583,Sales,4,1,Marketing,885,3,M,87,2,2,Sales Executive,1,Married,4256,18154,1,No,12,3,1,0,5,1,4,5,2,0,3
49,0,Rarely,1418,Research & Development,1,3,Technical Degree,887,3,F,36,3,1,Research Scientist,1,Married,3580,10554,2,No,16,3,2,1,7,2,3,4,2,0,2
24,0,Non-Travel,1269,Research & Development,4,1,Life Sciences,888,1,M,46,2,1,Laboratory Technician,4,Married,3162,10778,0,No,17,3,4,0,6,2,2,5,2,3,4
32,0,Frequently,379,Sales,5,2,Life Sciences,889,2,M,48,3,2,Sales Executive,2,Married,6524,8891,1,No,14,3,4,1,10,3,3,10,8,5,3
38,0,Rarely,395,Sales,9,3,Marketing,893,2,M,98,2,1,Sales Representative,2,Married,2899,12102,0,No,19,3,4,1,3,3,3,2,2,1,2
42,0,Rarely,1265,Research & Development,3,3,Life Sciences,894,3,F,95,4,2,Laboratory Technician,4,Married,5231,23726,2,Yes,13,3,2,1,17,1,2,5,3,1,3
31,0,Rarely,1222,Research & Development,11,4,Life Sciences,895,4,M,48,3,1,Research Scientist,4,Married,2356,14871,3,Yes,19,3,2,1,8,2,3,6,4,0,2
29,1,Rarely,341,Sales,1,3,Medical,896,2,F,48,2,1,Sales Representative,3,Divorced,2800,23522,6,Yes,19,3,3,3,5,3,3,3,2,0,2
53,0,Rarely,868,Sales,8,3,Marketing,897,1,M,73,3,4,Sales Executive,4,Married,11836,22789,5,No,14,3,3,1,28,3,3,2,0,2,2
35,0,Rarely,672,Research & Development,25,3,Technical Degree,899,4,M,78,2,3,Manufacturing Director,2,Married,10903,9129,3,No,16,3,1,0,16,2,3,13,10,4,8
37,0,Frequently,1231,Sales,21,2,Medical,900,3,F,54,3,1,Sales Representative,4,Married,2973,21222,5,No,15,3,2,1,10,3,3,5,4,0,0
53,0,Rarely,102,Research & Development,23,4,Life Sciences,901,4,F,72,3,4,Research Director,4,Single,14275,20206,6,No,18,3,3,0,33,0,3,12,9,3,8
43,0,Frequently,422,Research & Development,1,3,Life Sciences,902,4,F,33,3,2,Healthcare Representative,4,Married,5562,21782,4,No,13,3,2,1,12,2,2,5,2,2,2
47,0,Rarely,249,Sales,2,2,Marketing,903,3,F,35,3,2,Sales Executive,4,Married,4537,17783,0,Yes,22,4,1,1,8,2,3,7,6,7,7
37,0,Non-Travel,1252,Sales,19,2,Medical,904,1,M,32,3,3,Sales Executive,2,Single,7642,4814,1,Yes,13,3,4,0,10,2,3,10,0,0,9
50,0,Non-Travel,881,Research & Development,2,4,Life Sciences,905,1,M,98,3,4,Manager,1,Divorced,17924,4544,1,No,11,3,4,1,31,3,3,31,6,14,7
39,0,Rarely,1383,Human Resources,2,3,Life Sciences,909,4,F,42,2,2,Human Resources,4,Married,5204,7790,8,No,11,3,3,2,13,2,3,5,4,0,4
33,0,Rarely,1075,Human Resources,3,2,Human Resources,910,4,M,57,3,1,Human Resources,2,Divorced,2277,22650,3,Yes,11,3,3,1,7,4,4,4,3,0,3
32,1,Rarely,374,Research & Development,25,4,Life Sciences,911,1,M,87,3,1,Laboratory Technician,4,Single,2795,18016,1,Yes,24,4,3,0,1,2,1,1,0,0,1
29,0,Rarely,1086,Research & Development,7,1,Medical,912,1,F,62,2,1,Laboratory Technician,4,Divorced,2532,6054,6,No,14,3,3,3,8,5,3,4,3,0,3
44,0,Rarely,661,Research & Development,9,2,Life Sciences,913,2,M,61,3,1,Research Scientist,1,Married,2559,7508,1,Yes,13,3,4,0,8,0,3,8,7,7,1
28,0,Rarely,821,Sales,5,4,Medical,916,1,M,98,3,2,Sales Executive,4,Single,4908,24252,1,No,14,3,2,0,4,3,3,4,2,0,2
58,1,Frequently,781,Research & Development,2,1,Life Sciences,918,4,M,57,2,1,Laboratory Technician,4,Divorced,2380,13384,9,Yes,14,3,4,1,3,3,2,1,0,0,0
43,0,Rarely,177,Research & Development,8,3,Life Sciences,920,1,F,55,3,2,Manufacturing Director,2,Divorced,4765,23814,4,No,21,4,3,1,4,2,4,1,0,0,0
